text,toxic
"Agreed, it's a smarmy move to relieve them of editorial responsibility in allowing comments as long as they meet *editorial* standards, not whether people (aka The Mob) agree with them or not.

It's like a school teacher turning over discipline to the class.",0
That's entirely incorrect. The city does indeed have a right to these funds and they cannot be denied due to a fabricated criteria that Trump and Sessions wish were in the law but which are not.,0
"And that is exactly true, this is just Haber and the feds trying to illegally expand the borders of their little fiefdom.",0
"Other than a couple of girls who had to go visit their aunt for awhile, everyone I started school with heard ""Pomp and Circumstance;"" maybe they didn't all get quite the same education because of tracking, but they got an education.   Your stupid stereotypes are telling.   And I don't like Zinn because he is simply full of leftist BS, and anybody who accepts him is simply ignorant.",1
Roy has verrrryyy selective memory and outrage. Funny how that works,0
"I don't care who steps up, as long as at least one of them improves dramatically to lead this team.  Everyone is writing off the Broncos this year. Most pundits have Denver either 3rd or 4th in the division.  That's really sad for a team that won the Super Bowl  a year and half ago. 

The AFC West is loaded with QBs. Everyone is declaring Derrick Carr as the next Aaron Rodgers. Even KC stepped up to draft Patrick Mahomes (who Andy Reid thinks is the second coming of Bret Favre) because they felt Alex Smith wasn't getting it done.  Also don't forget Phillip Rivers who can on any day pick apart a defense. 

Denver is not getting any respect because neither Lynch or Siemian are scaring anyone right now. Hopefully that will change.  

Denver's defense can't stay at a Super Bowl level forever. This offense needs to improve and improve fast if Denver wants to compete. 

So I say, I don't care who leads the team. I just hope one of the two step up to the plate and performs much better.",0
"I believe Lisa Raitt and Denis Lebel had the same arrangement Morneau has. Kevin Sorenson, former Minister of State for Finance, was an ""inactive partner"" in some farming operation. It's pretty easy to throw mud around like this.",0
Mr. Sherman please point to the meeting where the Commissioners voted to sue the state over minimum wage?  I was in the audience when Commissioner Leiken asked for information regarding the state unfunded mandate provision that Linn County was using to sue the state.  Spreading lies to get your candidate Is weak to say the least.,0
"K., I'm with you in many ways.  What will you do?  In this fight, many are heavily armed, like the press.  You and I have but a bolt action .22 with one round.  What are you going to do? Me, I'm taking careful aim and pulling the trigger.",0
"No doubt! When I think of a Commander and Chief I like to think of a person with prominence and dignity, not some uncontrolled, undisciplined, ranting looney toon. What a disaster!",1
"Nys Cof - Your comment, ""When I go to heavily fluoridated Florida, I see too many middle aged people with teeth missing because fluoridation didn’t save their teeth..."" demonstrates your inability to understand the difference between biased, individual, anecdotal observations and a scientific study that includes numerous controlled observations.

You look at some teeth and fabricate conclusions with no idea of where the individuals grew up, their experiences, their exposure to fluoride ions, their diets, their dental care, or anything else that would impact their dental health.

You want to believe exposure to optimal levels of fluoride ions is ineffective so you create the 'evidence'.

If, as you believe, America is ""dentist-deficient"" you should believe the  scientific consensus and actively promote community water fluoridation.  The overwhelming majority of evidence anyone can read at pubmed clearly supports fluoridation as a safe and effective public health measure.",0
